número,nombre
97742-46425-BJ,"Forterra, Inc."
14461-66182-FA,EPR Properties
96590-83649-FB,ENGlobal Corporation
65571-39541-EK,"Entergy Louisiana, Inc."
89819-5995-LA,Corporate Asset Backed Corp CABCO
76539-6179-NA,Celite - Carol
64486-1717-OD,United Microelectronics Corporation
86167-95963-EB,Sierra Miranda
83814-73746-KF,"Gabelli Equity Trust, Inc. (The)"
3683-46761-HD,Schwager
99181-58948-IB,Lota
40077-73294-MM,Mackinac Financial Corporation
23235-91017-DD,Laguna Siren
15269-52367-EA,Silicon Motion Technology Corporation
22082-20330-BK,"Franklin Financial Network, Inc."
45743-69430-LL,Royal Caribbean Cruises Ltd.
65464-4384-JD,"Urban One, Inc. "
36998-2169-BN,El Volcán
2093-12853-NE,Celgene Corporation
55296-66730-EL,Nuveen Connecticut Quality Municipal Income Fund
56233-37831-HH,Punta de Lobos - Kanita
96406-65875-FB,"Adams Diversified Equity Fund, Inc."
11644-70999-DD,"RiverNorth Opportunities Fund, Inc."
94792-11526-HB,Las Cenizas
21605-36361-BN,Chimberos
34655-31225-FN,"Ocular Therapeutix, Inc."
68656-18901-FN,AmerisourceBergen Corporation (Holding Co)
12123-83965-LB,"Spark Energy, Inc."
54955-49144-AL,Faride
63670-86666-FH,Las Pataguas
17925-12557-FD,Array BioPharma Inc.
84172-36289-KN,"LTC Properties, Inc."
23981-69342-BO,Elkhorn Commodity Rotation Strategy ETF
35179-58942-BK,Kilroy Realty Corporation
46348-32380-HB,Franke
29229-5898-BE,Peabody Energy Corporation
40063-16643-BH,iShares MSCI EM ESG Optimized ETF
18760-8895-HB,Lions Gate Entertainment Corporation
90782-79659-FL,Inseego Corp.
62614-44981-GB,Coirón
76924-81462-LK,Enel Generacion Chile S.A.
42730-44386-OM,PowerShares BuyBack Achievers Portfolio
96630-87638-JM,"Gray Television, Inc."
18410-58564-NL,Special Opportunities Fund Inc.
61563-27333-ON,Michilla
56937-25331-AG,Los Bronces
71647-57218-DI,China Mobile (Hong Kong) Ltd.
88011-86112-BK,Colico Sur
19212-57846-BA,Blackstone GSO Long Short Credit Income Fund
76263-38584-HH,Abeona Therapeutics Inc.
13549-83296-AG,Iván
60231-77455-BD,Applied DNA Sciences Inc
77767-36962-LM,"Idera Pharmaceuticals, Inc."
97671-55036-MO,"Kayne Anderson Energy Total Return Fund, Inc."
6790-98529-LH,Jazz Pharmaceuticals plc
37539-28484-BK,Inacesa - El Way
58384-58133-FH,"Delcath Systems, Inc."
51456-70458-LJ,Apollo Senior Floating Rate Fund Inc.
45787-32609-DO,Northrop Grumman Corporation
52662-21771-BF,"Kayne Anderson Energy Total Return Fund, Inc."
9688-75416-GK,"OraSure Technologies, Inc."
97873-95372-JH,American Homes 4 Rent
59754-46571-AH,Texas Pacific Land Trust
38480-49181-OG,Randgold Resources Limited
92837-45926-DF,BLDRS Developed Markets 100 ADR Index Fund
97709-84600-IF,Diana Shipping inc.
29039-14836-GN,Janus Henderson Small Cap Growth Alpha ETF
18447-13533-LB,Alliance National Municipal Income Fund Inc
40211-90590-EK,Manto Verde
6677-89815-LG,"HD Supply Holdings, Inc."
95351-50908-AG,Las Pataguas
63636-98155-AO,"Recon Technology, Ltd."
31278-62692-NB,Iván
86331-2219-BL,Novelion Therapeutics Inc.
74836-31392-JJ,United States Cellular Corporation
81020-90867-KA,"Hub Group, Inc."
35163-99209-OB,"Nustar GP Holdings, LLC"
42715-96963-FK,PowerShares KBW High Dividend Yield Financial Portfolio
5320-5125-NB,Regal Entertainment Group
12835-75852-ID,"CenterPoint Energy, Inc."
96824-25365-BH,Manantial
71203-78274-AD,VictoryShares US 500 Enhanced Volatility Wtd ETF
95564-55889-BG,El Tofo
97323-65975-EO,United Microelectronics Corporation
72408-75675-MH,Cerro Bayo
63861-44861-JB,Brookfield Global Listed Infrastructure Income Fund
99214-3681-HB,La Productora
36139-88162-OL,Radomiro Tomic
36203-86638-GB,"Evolving Systems, Inc."
61705-70966-DA,Dollar General Corporation
20759-72265-KH,Las Luces
75001-5722-KK,Virco Manufacturing Corporation
77838-41336-EB,Cerro Imán
18497-16669-EI,Spence
23646-36263-LI,Orbotech Ltd.
32494-86995-JB,Envision Healthcare Corporation
2752-53475-BL,Franke
64213-25841-LL,SQM - Mapocho
48754-22436-OO,"LM Funding America, Inc."
43434-32938-MM,Aircastle Limited
31527-78603-HN,"Entergy Louisiana, Inc."
22170-83223-II,Container Store (The)
9141-56801-AA,Tranquilo
55140-99149-OF,Quebrada Blanca
94779-99777-LO,Unisys Corporation
59963-10040-KI,"Under Armour, Inc."
45027-163-EI,Manantial
32827-38091-AL,Isla Riesco
97274-91099-LK,Cosayach - Cala Cala
61981-68161-BB,La Patagua
26161-84725-HB,Apollo Senior Floating Rate Fund Inc.
35685-25611-FH,Michilla
62958-21730-FL,Nuveen Floating Rate Income Fund
11581-11960-NB,SAP SE
63262-55979-EB,"Westbury Bancorp, Inc."
98243-49162-ME,Container Store (The)
22406-53513-JI,SQM - Mapocho
29134-67256-OA,Manantial
31828-47875-IF,Cerro Blanco
48677-46661-HH,PowerShares BuyBack Achievers Portfolio
93597-65513-OH,TICC Capital Corp.
61466-56305-ME,"Hawkins, Inc."
21836-38411-BD,Andina
87583-90046-HL,Tekla Healthcare Opportunies Fund
33634-76504-KF,Kamada Ltd.
27723-61700-BI,"Everspin Technologies, Inc."
48185-88807-KB,Yelp Inc.
26665-69332-NH,United Insurance Holdings Corp.
31034-56923-OB,"Midland States Bancorp, Inc."
26226-85375-GN,HollyFrontier Corporation
74306-88250-IH,SQM Salar
81253-2194-HJ,Gilat Satellite Networks Ltd.
73493-46749-MH,Bed Bath & Beyond Inc.
53642-48498-IG,SQM Salar
21476-66517-BA,"Recon Technology, Ltd."
44838-99033-FB,La Marcelina
1410-41175-KG,Altamira
62987-39774-EI,Quiborax
32402-93509-BD,Enel Generacion Chile S.A.
17214-19578-FO,CMP - Algarrobo
33078-65896-AF,Dos Amigos
44621-21505-NE,"Hub Group, Inc."
15635-69456-JG,United Insurance Holdings Corp.
78176-74798-FJ,"Silicon Laboratories, Inc."
18812-24810-BJ,"Mid-America Apartment Communities, Inc."
23548-73542-HH,Novanta Inc.
9399-98967-LL,"Hub Group, Inc."
91266-55108-EN,United States Cellular Corporation
60093-75422-HK,Western Asset Bond Fund
17233-21911-KK,"The Chefs' Warehouse, Inc."
96363-85964-KJ,Torchmark Corporation
16691-62721-BM,West Corporation
40890-730-FD,Las Cenizas
64123-93437-BL,"Rush Enterprises, Inc."
19190-63760-IF,"Cogentix Medical, Inc."
3566-23018-MA,"Impax Laboratories, Inc."
9270-4960-KK,CMP - Los Colorados
64209-82234-HI,Quiborax - Ascotán
47471-84388-LB,"Mid-America Apartment Communities, Inc."
89772-72068-AO,Andina
85863-2166-NG,Cabot Corporation
93782-24130-FE,"FSB Bancorp, Inc."
13264-44086-FH,"First Financial Bankshares, Inc."
84987-62556-DI,Nuveen Municipal High Income Opportunity Fund
60828-55487-BL,Peckett
92796-4017-LA,Microsemi Corporation
17627-42337-ED,Royal Caribbean Cruises Ltd.
24103-99521-MG,EQT Corporation
79064-4216-MN,Elenita
45768-33982-KB,RenaissanceRe Holdings Ltd.
63143-99634-HM,"MasTec, Inc."
62961-342-BB,"Avenue Therapeutics, Inc."
48885-53026-IE,Lenga
19782-34297-EL,Sierra Miranda
87517-89612-BN,El Guindo
94652-20729-IH,"Littelfuse, Inc."
45151-19302-NG,Janus Henderson Small Cap Growth Alpha ETF
81371-65653-KF,First Trust Multi-Asset Diversified Income Index Fund
56133-90827-KB,Jazz Pharmaceuticals plc
79495-53617-HJ,Dorado
41643-24443-JM,"Mid-America Apartment Communities, Inc."
51575-99818-MH,El Tesoro
8315-77994-JI,"FairPoint Communications, Inc."
55317-32109-EG,Novanta Inc.
92525-57108-ML,CoreSite Realty Corporation
82137-45137-KH,Regal Entertainment Group
28305-31610-HM,Eagle Bulk Shipping Inc.
91875-63031-HH,Peckett
79995-34276-JI,"Fiserv, Inc."
80610-65283-DB,"Zynerba Pharmaceuticals, Inc."
16409-34138-JF,Quiborax - Ascotán
89332-58265-OA,Janus Henderson Small Cap Growth Alpha ETF
42238-33635-AJ,Punitaqui
95929-18664-LJ,"Argos Therapeutics, Inc."
27884-57009-KE,AbbVie Inc.
19862-32557-JJ,La Productora
30025-30200-HA,Westpac Banking Corporation
86577-99982-II,First Trust Nasdaq Retail ETF
40199-19941-BJ,Anheuser-Busch Inbev SA
77371-69631-BK,"Destination XL Group, Inc."
4143-55320-BE,"Enanta Pharmaceuticals, Inc."
92566-13318-EA,3M Company
54564-34730-KN,"Investors Bancorp, Inc."
8345-72517-MG,Array BioPharma Inc.
45967-87158-BI,Navío
24371-73253-HM,"UMH Properties, Inc."
46673-25583-AB,The9 Limited
26539-4288-LA,NVIDIA Corporation
54868-36434-II,Fertón
69892-93658-LG,"Avenue Therapeutics, Inc."
27228-21068-EH,Cowen Inc.
15903-32197-OD,Orbotech Ltd.
12977-93925-BA,Inacesa - El Jilguero
84970-25875-KF,Imax Corporation
77836-70547-NB,"PDF Solutions, Inc."
9531-20225-EL,Gabriela Mistral
43444-77459-HA,"Portola Pharmaceuticals, Inc."
53470-73950-LE,"Fiserv, Inc."
55340-56091-BL,"Western New England Bancorp, Inc."
28777-387-JG,Aircastle Limited
77925-64352-MM,"Cogentix Medical, Inc."
38056-20037-FO,Incyte Corporation
18167-42983-NL,China Mobile (Hong Kong) Ltd.
75110-82-NB,Alhué
59071-39013-BL,Victoria
8279-79523-JA,Julia
57164-94279-BK,Cerro Colorado
511-25374-DB,La Pepa
68905-16654-EG,"CatchMark Timber Trust, Inc."
53878-83660-NN,Inacesa - El Jilguero
5740-95144-FI,"Taiwan Fund, Inc. (The)"
95239-86964-AB,Montecristo
19623-87036-FD,CMP - Boquerón Chañar
90311-22995-JJ,Intracampos
49593-96822-OB,CMP - Cerro Negro Norte
9320-97425-MK,Chimborazo
33179-88462-GK,Del Fierro
83484-16227-BO,Manto Verde
94867-12098-GB,Guanaco
57658-69525-LO,"Entergy Louisiana, Inc."
5669-21267-BF,United States Cellular Corporation
64182-72152-IE,"Edge Therapeutics, Inc."
15773-30411-FB,BlackRock Municipal Target Term Trust Inc. (The)
23418-55572-HD,DRDGOLD Limited
79795-79504-NH,HollyFrontier Corporation
21995-49998-HK,"AMC Entertainment Holdings, Inc."
85793-19094-FK,"Clear Channel Outdoor Holdings, Inc."
90286-79229-FK,"RiverNorth Opportunities Fund, Inc."
57385-69463-LO,Celite - Tana
8597-47728-FJ,El Peñón
65971-66665-BA,Arch Capital Group Ltd.
44867-21076-AF,Walter Investment Management Corp.
57447-43290-GI,Pinatolca
33193-98229-JM,Maganeso III de Atacama
32903-66418-ML,III de Atacama Minerals - Aguas Blancas
80759-12379-GG,Peabody Energy Corporation
23942-5612-MO,Haldeman - Sagasca
51006-98917-DB,"Rush Enterprises, Inc."
33300-29-BI,"Sportsman's Warehouse Holdings, Inc."
46130-43281-IO,El Volcán
44269-85761-BI,SQM - Pampa Blanca
43076-90587-JJ,First Trust South Korea AlphaDEX Fund
41808-69210-NJ,Terreno Realty Corporation
20298-58468-OO,Cerro Blanco
9849-68693-BB,Lenga
43498-54343-BF,Delta
40226-6374-DD,Cabot Corporation
60939-79307-HE,Las Pataguas
99094-75141-OF,Nuveen Connecticut Quality Municipal Income Fund
49152-96738-JI,Andes Travertine
96096-32645-JF,Cabot Corporation
40070-6763-FA,Bed Bath & Beyond Inc.
17234-46628-DB,Nuveen Floating Rate Income Fund
75012-92526-JA,SQM - María Elena
71151-25957-LB,Northrop Grumman Corporation
77295-76793-IB,"CatchMark Timber Trust, Inc."
77552-49860-MB,First Trust Nasdaq Retail ETF
25636-82908-BH,"Cyclacel Pharmaceuticals, Inc."
12609-84895-JK,Cosayach - Soledad
85858-26371-LK,SQM - Pampa Blanca
71403-6507-LK,CMP - Los Colorados
57454-94565-DI,Envision Healthcare Corporation
43919-66503-AD,Gilat Satellite Networks Ltd.
38949-58656-JD,Carvana Co.
90378-16527-KG,Antucoya
75805-80761-DK,"Pepsico, Inc."
29507-12650-BB,Maganeso III de Atacama
85130-95755-GO,Caupolicán
13103-6767-OL,Park-Ohio Holdings Corp.
91691-49669-BE,Imax Corporation
79668-47597-DL,Nuveen Energy MLP Total Return Fund
52260-25191-BD,Applied DNA Sciences Inc
12399-32430-BA,Nuveen Michigan Quality Municipal Income Fund
36965-54642-EH,Microsemi Corporation
3856-72456-NB,Cummins Inc.
3427-13077-JI,"FTI Consulting, Inc."
15646-82391-JB,Cerro Colorado
96278-25174-IJ,Ojos del Salado
60836-61545-KA,Imax Corporation
75151-83046-MF,Franke
18038-9914-FN,Great Elm Capital Corp.
6211-11821-LF,"Dupont Fabros Technology, Inc."
70531-68671-OF,"Delcath Systems, Inc."
76443-34829-BM,El Guindo
65726-14405-FH,Refugio
64140-66171-FG,"Midland States Bancorp, Inc."
18322-41720-KI,Credit Acceptance Corporation
71040-24351-OE,SCL Chemetall
14041-36968-JF,First Trust Emerging Markets Small Cap AlphaDEX Fund
98584-21198-JB,Royal Caribbean Cruises Ltd.
59456-57266-AA,"Avon Products, Inc."
30902-11497-GM,Kamada Ltd.
47233-81617-BL,"Texas Capital Bancshares, Inc."
40718-30165-IE,Elkhorn Commodity Rotation Strategy ETF
72352-19620-ND,Fair Isaac Corporation
34123-79113-KL,DRDGOLD Limited
73836-22853-BA,Pucobre
68405-97410-JH,"Ashford Hospitality Prime, Inc."
4902-11990-GK,Northrop Grumman Corporation
747-25037-DH,Jazz Pharmaceuticals plc
38920-24426-HG,Array BioPharma Inc.
75298-24236-AH,SL Green Realty Corporation
67484-8311-ND,"Western New England Bancorp, Inc."
79026-16098-KA,Manantial
62926-3487-KB,Celite - Tana
21649-93809-GK,Special Opportunities Fund Inc.
66179-56722-EB,Caserones
28568-35149-GK,"LTC Properties, Inc."
87093-904-NM,"Dupont Fabros Technology, Inc."
39065-108-BJ,Corporate Asset Backed Corp CABCO
40792-88148-DB,TICC Capital Corp.
80359-11181-MK,The Community Financial Corporation
99790-36289-BD,First Trust South Korea AlphaDEX Fund
51206-35495-IM,SAP SE
30356-85618-MH,Dorado
63151-86611-GF,Choquelimpie
26603-34631-BK,Novanta Inc.
99955-43705-MM,Urstadt Biddle Properties Inc.
85604-37576-AO,Dos Amigos
63497-66307-LK,Georgia Power Company
72056-22957-JM,Comcast Corporation
41243-2869-GD,"Midland States Bancorp, Inc."
14305-94294-DE,Marine Petroleum Trust
33135-21537-DI,Urstadt Biddle Properties Inc.
17311-28419-NA,Victoria
2901-51998-GN,Schwager
66679-46400-NE,Celite - Tana
83467-8505-IA,E.I. du Pont de Nemours and Company
19079-93903-IO,Central Garden & Pet Company
42934-63731-ON,Las Pataguas
97384-43716-NL,Microsemi Corporation
79146-43441-EO,"First Hawaiian, Inc."
99544-39129-EI,Pure Cycle Corporation
73006-25806-LL,Chimberos
4164-7562-KK,"Edge Therapeutics, Inc."
47743-45732-EE,Toll Brothers Inc.
48920-25917-EO,Gilat Satellite Networks Ltd.
76852-22810-HI,NVIDIA Corporation
35631-9095-HI,Sierra Gorda
16842-35762-HI,SQM - Mapocho
52542-86985-GL,Franke
66741-73476-FL,Double Eagle Acquisition Corp.
92507-11222-LA,Alliance National Municipal Income Fund Inc
33685-35324-GH,Victoria
74106-56048-HL,First Trust International Multi-Asset Diversified Income Index
20510-47050-EA,ENGlobal Corporation
2370-21327-NO,Yelp Inc.
59205-54960-DD,Incyte Corporation
32697-42732-NO,"Everspin Technologies, Inc."
10449-91769-EO,Andes Travertine
47496-82259-DA,Apollo Senior Floating Rate Fund Inc.
66797-39290-FD,First Trust Nasdaq Retail ETF
36124-60111-EA,Jerónimo
12220-22348-EL,Pinatolca
97259-69878-NJ,"HD Supply Holdings, Inc."
5159-33579-DK,Costamare Inc.
19488-68372-FE,Alliance National Municipal Income Fund Inc
8334-9080-EB,Isla Riesco
96400-63806-IH,III de Atacama Minerals - Aguas Blancas
74948-96888-JO,"Mid-America Apartment Communities, Inc."
83847-65275-FG,Enel Generacion Chile S.A.
85556-63998-DG,"Vectrus, Inc."
28476-51317-DJ,Global Partner Acquisition Corp.
49703-19515-BL,Elenita
29081-65158-IB,"Waste Management, Inc."
7719-76516-EB,Microsemi Corporation
80641-76656-BH,Pupunahue
45481-71837-KL,Dollar General Corporation
77564-99361-EA,"Cogentix Medical, Inc."
96788-39365-MF,Bright Scholar Education Holdings Limited
47785-43159-DA,"Xenia Hotels & Resorts, Inc."
68110-40436-DD,SQM - María Elena
99651-75587-EB,"Portola Pharmaceuticals, Inc."
14050-8772-KF,III de Atacama Minerals - Aguas Blancas
8221-1790-DB,Kamada Ltd.
2753-71142-KB,Diana Shipping inc.
54766-27904-MN,Franke
29348-46875-GI,La Pepa
82710-91916-BB,Gladstone Commercial Corporation
91291-97165-DB,Hamilton Lane Incorporated
42534-56302-OM,"Sarepta Therapeutics, Inc."
17667-53543-OI,Candelaria
49229-82528-OG,III de Atacama Kozan
43099-32748-GA,"Entergy Louisiana, Inc."
85769-7241-IN,"Forterra, Inc."
61932-38309-AE,"HD Supply Holdings, Inc."
65677-83740-BF,Pure Cycle Corporation
30592-26148-BM,"Dupont Fabros Technology, Inc."
51920-87860-NH,Las Piedras
94894-77759-GG,Johnson & Johnson
73315-80259-AA,Escondida
81876-9030-DB,First Trust Senior Loan Fund ETF
82886-82251-NM,SQM - Pampa Blanca
73357-34664-IG,China Mobile (Hong Kong) Ltd.
97419-53185-OB,First Trust Senior Loan Fund ETF
96838-5164-BJ,First Trust South Korea AlphaDEX Fund
38727-74390-JB,Algorta
901-52964-BJ,First Trust South Korea AlphaDEX Fund
66472-87108-IN,Texas Pacific Land Trust
27112-52047-BL,"OraSure Technologies, Inc."
60304-28560-GH,"Entergy Louisiana, Inc."
40633-25574-FF,"Safe Bulkers, Inc"
71989-87731-BA,Pure Cycle Corporation
38170-66505-AB,La Pepa
42112-97873-DO,"Diamond Hill Investment Group, Inc."
4061-25001-GG,Torchmark Corporation
19027-98172-FF,"UMH Properties, Inc."
69632-27503-DB,Las Luces
81957-64267-JM,"Nustar GP Holdings, LLC"
2301-84400-DK,China Mobile (Hong Kong) Ltd.
29109-83485-NN,Dollar General Corporation
18961-40024-NH,Quiborax - Ascotán
15207-37059-GN,"Delcath Systems, Inc."
63060-62445-DA,Independence Holding Company
14013-71599-IM,Voya Global Equity Dividend and Premium Opportunity Fund
51794-78517-EO,Silvercrest Asset Management Group Inc.
81798-24431-GF,United States Cellular Corporation
81273-91079-BO,"Silicon Laboratories, Inc."
88220-78671-AE,Suncor EnergyInc.
88225-15637-HF,Andina
88781-23961-BH,Enel Generacion Chile S.A.
92277-12674-LN,"Idera Pharmaceuticals, Inc."
2814-25992-DG,"Shutterstock, Inc."
81711-19412-GD,Los Bronces
91393-45680-IJ,Maganeso III de Atacama
72383-98318-DG,Regal Entertainment Group
55220-2456-BG,First Trust Senior Loan Fund ETF
86218-57482-LB,BRF S.A.
19066-50155-JJ,"Aspen Technology, Inc."
71417-70165-LM,III de Atacama Kozan
71156-68942-BK,Quebrada Blanca
89799-6372-BH,Quebrada Blanca
16170-49367-MH,Eagle Bulk Shipping Inc.
56155-80773-ED,Corporate Asset Backed Corp CABCO
48971-77887-DH,"Westbury Bancorp, Inc."
75856-30672-FF,Entegra Financial Corp.
13756-6703-KF,E.I. du Pont de Nemours and Company
98971-31245-FA,"support.com, Inc."
93390-88785-LI,Cordillera - Tenardita
6591-61620-ID,Vina Concha Y Toro
27422-63912-BI,Urstadt Biddle Properties Inc.
32805-41286-HO,Nuveen Connecticut Quality Municipal Income Fund
75839-25790-JB,Carvana Co.
14203-44697-MB,EPR Properties
21461-29842-HJ,Nuveen Michigan Quality Municipal Income Fund
16786-6452-FD,Cambrex Corporation
21649-99352-DI,CMP - El Laco
34636-92486-ML,Terreno Realty Corporation
52982-89390-GD,Ceragon Networks Ltd.
65252-59443-LM,"Kura Oncology, Inc."
36100-75051-LE,"Ocular Therapeutix, Inc."
64715-55054-ON,Eagle Bulk Shipping Inc.
24838-23058-JI,Carvana Co.
10615-9301-LK,"UMH Properties, Inc."
94663-11600-KF,Biglari Holdings Inc.
4841-97140-GG,Lota
18462-913-OB,"MasTec, Inc."
23359-54160-KH,Linderos
62277-44545-NF,"Nutanix, Inc."
39730-31130-ED,Aircastle Limited
94852-73721-BI,Entercom Communications Corporation
49801-59127-AI,Double Eagle Acquisition Corp.
569-73481-MK,Array BioPharma Inc.
78832-63168-FL,Nuveen Floating Rate Income Fund
64956-77382-BJ,El Teniente
95126-80189-ME,"Westbury Bancorp, Inc."
7490-84564-FJ,iShares 20+ Year Treasury Bond ETF
61484-17743-KG,Andes Travertine
54449-42992-DJ,Vanguard Russell 3000 ETF
36611-35300-IB,"Evolving Systems, Inc."
83704-15161-BE,Moog Inc.
20657-28595-DE,Eagle Bulk Shipping Inc.
28581-77415-JJ,BLDRS Asia 50 ADR Index Fund
977-32541-GI,Haldeman - Sagasca
60566-63851-DB,Salesforce.com Inc
67554-11259-OI,Collahuasi
99587-70564-JE,Candelaria
50484-88959-AH,Vanguard Russell 3000 ETF
47550-5722-HO,"Universal Stainless & Alloy Products, Inc."
13156-12643-KE,Chimberos
45527-84685-FM,"First Financial Bankshares, Inc."
32379-39699-NE,Zion Oil & Gas Inc
50788-86275-LO,Radomiro Tomic
16639-73243-AE,Andina
82282-22034-BO,Tuina
59313-92589-FO,"FairPoint Communications, Inc."
16969-33262-NM,Northrop Grumman Corporation
84885-83829-KL,Guaranty Bancorp
49188-39251-MM,Corporate Asset Backed Corp CABCO
96399-2593-HK,Pullalli
33151-70258-IL,CMP - Los Colorados
36571-36080-KG,ENGlobal Corporation
60092-36343-BF,Cosayach - Negreiros
50915-17641-II,"FTI Consulting, Inc."
28132-31540-KA,"Ellie Mae, Inc."
95535-76710-LL,Tranquilo
26356-70087-AK,Elenita
88896-43411-LN,CMP - Boquerón Chañar
39267-1118-DB,La Pepa
13590-15944-EF,"Edge Therapeutics, Inc."
76201-64637-BA,Neff Corporation
97283-14927-NE,Caleta El Cobre
74663-23414-BB,Novelion Therapeutics Inc.
41828-62122-HE,SQM - Pedro de Valdivia
82652-35156-GM,Cosayach - Cala Cala
38053-73459-FK,PowerShares KBW High Dividend Yield Financial Portfolio
24669-30568-NN,The Community Financial Corporation
47665-64766-KN,Silvercrest Asset Management Group Inc.
51411-21659-NG,"MasTec, Inc."
74391-94515-BF,"Argos Therapeutics, Inc."
96212-81963-BA,Randgold Resources Limited
26194-30248-IG,"UMH Properties, Inc."
66636-76769-HK,Inseego Corp.
26509-69099-DH,Intracampos
70213-49513-NB,Pucobre
44683-39090-NJ,Isla Riesco
53368-50920-GE,"Biocept, Inc."
35507-80290-KA,"Cyclacel Pharmaceuticals, Inc."
42382-37712-OB,"Spark Energy, Inc."
39518-13776-JN,"Urban One, Inc. "
57142-3453-OB,The Community Financial Corporation
70568-98709-JB,Ojos del Salado
49197-66865-KN,Choquelimpie
94046-43697-KM,Navío
31840-12644-BN,AbbVie Inc.
40984-23414-KH,"Cleveland BioLabs, Inc."
28769-31895-LN,Cosayach - Negreiros
