,duración (días),tipo_contenido
26547,78,spam
26551,66,spam
26554,52,imagenes
26555,22,imagenes
26557,14,video
26558,52,video
26559,31,imagenes
26561,85,imagenes
26563,4,spam
26564,2,audio
26565,8,spam
26569,47,spam
26573,52,audio
26574,82,imagenes
26579,90,imagenes
26580,21,audio
26581,22,spam
26590,38,spam
26591,57,imagenes
26593,2,imagenes
26596,51,video
26597,27,video
26604,6,video
26606,53,imagenes
26610,35,spam
26612,40,spam
26614,55,imagenes
26616,88,spam
26619,89,imagenes
26623,28,video
26626,82,audio
26628,16,spam
26632,75,video
26634,41,imagenes
26636,86,imagenes
26638,16,audio
26642,34,video
26644,90,imagenes
26645,29,video
26647,78,video
26649,37,spam
26651,32,video
26652,72,imagenes
26656,41,video
26657,34,imagenes
26658,47,spam
26659,35,video
26661,88,audio
26665,47,imagenes
26667,58,spam
26668,30,spam
26671,71,imagenes
26673,53,video
26674,47,audio
26678,21,audio
26679,9,imagenes
26680,53,spam
26682,19,spam
26684,47,imagenes
26685,49,imagenes
26686,40,imagenes
26687,51,audio
26689,86,imagenes
26690,21,spam
26692,21,spam
26693,67,imagenes
26696,83,audio
26697,79,spam
26699,48,video
26703,71,video
26711,32,audio
26713,79,spam
26714,31,spam
26719,72,video
26720,81,video
26721,42,audio
26728,86,video
26729,33,imagenes
26732,21,video
26734,71,spam
26735,84,spam
26738,36,video
26740,6,audio
26741,61,audio
26744,75,audio
26747,71,spam
26748,44,video
26749,54,audio
26751,3,spam
26753,89,audio
26754,57,video
26755,7,spam
26756,51,imagenes
26757,4,video
26758,21,imagenes
26760,3,spam
26761,47,spam
26767,52,imagenes
26769,49,audio
26770,68,spam
26771,15,audio
26772,66,spam
26773,77,imagenes
26777,22,imagenes
26781,27,imagenes
26782,23,audio
26785,41,spam
26788,18,video
26789,72,video
26791,53,spam
26793,41,imagenes
26794,70,audio
26797,41,imagenes
26800,80,imagenes
26801,83,video
26805,54,spam
26807,40,imagenes
26811,59,imagenes
26812,48,audio
26813,5,spam
26814,50,spam
26815,84,audio
26816,49,audio
26818,10,audio
26819,71,video
26820,15,video
26824,17,spam
26825,13,video
26826,61,video
26829,84,spam
26831,54,imagenes
26834,11,imagenes
26836,73,imagenes
26839,75,imagenes
26841,51,imagenes
26843,51,spam
26844,7,video
26845,45,audio
26846,53,audio
26847,16,imagenes
26848,18,video
26849,6,imagenes
26851,75,imagenes
26856,27,spam
26858,87,audio
26859,35,video
26860,74,spam
26861,43,video
26862,69,spam
26863,45,spam
26864,71,imagenes
26868,62,video
26870,64,video
26873,17,imagenes
26874,45,audio
26875,73,video
26876,56,video
26877,40,audio
26878,36,spam
26879,16,video
26881,27,spam
26883,54,imagenes
26888,1,video
26892,32,video
26893,82,video
26894,17,imagenes
26895,17,imagenes
26899,39,imagenes
26901,29,imagenes
26902,46,video
26904,33,video
26906,1,video
26908,84,audio
26909,69,spam
26911,20,video
26912,59,spam
26914,58,audio
26917,47,spam
26918,50,spam
26919,85,imagenes
26922,69,audio
26923,62,audio
26924,81,spam
26925,70,imagenes
26926,44,video
26929,32,spam
26930,34,audio
26932,68,audio
26933,13,spam
26934,61,imagenes
26935,3,video
26937,44,audio
26939,15,spam
26940,11,imagenes
26942,73,imagenes
26944,79,spam
26947,24,imagenes
26948,85,video
26950,9,video
26952,54,video
26953,77,video
26955,38,audio
26957,16,spam
26958,80,imagenes
26959,29,audio
26960,54,imagenes
26961,1,audio
26962,11,imagenes
26963,11,video
26966,25,video
26967,43,spam
26968,29,spam
26971,70,video
26972,58,video
26976,71,video
26984,58,audio
26985,87,audio
26986,7,imagenes
26987,21,audio
26992,8,imagenes
26996,59,spam
26998,66,imagenes
26999,31,video
27001,59,audio
27002,52,audio
27005,75,imagenes
27006,35,spam
27009,36,video
27010,19,imagenes
27012,13,spam
27013,84,audio
27015,39,video
27016,56,video
27017,39,video
27021,80,video
27027,46,audio
27028,57,imagenes
27030,67,video
27034,79,spam
27035,2,spam
27037,4,imagenes
27040,44,imagenes
27042,90,imagenes
27043,35,spam
27044,89,spam
27045,33,audio
27052,28,audio
27053,74,imagenes
27054,56,spam
27055,57,audio
27056,10,audio
27057,81,imagenes
27058,63,video
27059,19,imagenes
27060,27,imagenes
27061,25,imagenes
27062,80,spam
27063,42,video
27064,31,audio
27065,21,imagenes
27066,17,video
27068,71,imagenes
27069,46,spam
27070,83,video
27071,13,spam
27074,25,audio
27077,9,audio
27084,59,audio
27093,51,video
27094,25,spam
27095,77,spam
27098,4,spam
27103,20,imagenes
27104,51,audio
27108,38,imagenes
27115,75,video
27117,5,audio
27118,54,video
27119,23,spam
27122,18,audio
27123,89,spam
27125,54,audio
27127,24,audio
27129,21,audio
27131,4,spam
27132,79,audio
27133,19,video
27138,40,video
27144,36,imagenes
27148,40,imagenes
27150,34,spam
27152,44,spam
27156,77,imagenes
27159,16,spam
27160,77,audio
27161,15,video
27162,30,video
27163,19,audio
27164,84,imagenes
27165,11,imagenes
27166,88,video
27169,4,spam
27170,74,audio
27171,75,audio
27178,43,spam
27179,24,audio
27183,47,audio
27184,89,imagenes
27185,88,audio
27187,65,video
27190,61,video
27195,89,spam
27196,57,audio
27197,78,video
27200,56,imagenes
27201,79,spam
27202,82,imagenes
27207,40,imagenes
27208,60,audio
27209,7,spam
27214,88,video
27215,73,audio
27219,27,spam
27220,72,spam
27221,55,imagenes
27224,17,imagenes
27226,21,spam
27227,18,imagenes
27228,70,audio
27230,15,video
27232,34,imagenes
27233,57,audio
27235,69,spam
27237,1,audio
27238,68,imagenes
27239,8,spam
27240,87,spam
27243,23,video
27244,55,audio
27245,9,spam
27247,65,spam
27248,17,video
27249,32,video
27252,56,video
27256,74,audio
27259,24,video
27263,46,spam
27264,49,audio
27265,55,video
27266,48,spam
27269,1,video
27270,31,video
27273,10,imagenes
27274,45,spam
27276,5,audio
27277,16,video
27281,78,spam
27284,74,imagenes
27293,67,audio
27295,88,imagenes
27296,79,spam
27306,33,spam
27308,1,spam
27310,79,imagenes
27311,5,audio
27312,27,spam
27313,80,imagenes
27315,27,audio
27316,20,imagenes
27317,83,video
27320,58,video
27322,8,imagenes
27323,33,video
27327,8,audio
27331,78,video
27334,83,audio
27335,1,audio
27337,84,video
27338,3,video
27339,51,audio
27341,56,video
27343,84,audio
27344,46,spam
27346,17,imagenes
27348,69,spam
27353,65,spam
27358,80,video
27359,80,imagenes
27362,65,audio
27364,2,spam
27365,70,spam
27366,79,spam
27367,43,spam
27368,38,video
27369,25,imagenes
27371,64,audio
27374,53,spam
27376,4,imagenes
27377,16,video
27380,58,imagenes
27381,73,imagenes
27382,88,spam
27383,41,imagenes
27385,2,audio
27389,48,imagenes
27392,13,imagenes
27394,75,spam
27395,19,audio
27398,14,imagenes
27400,29,video
27401,12,spam
27404,40,spam
27405,57,video
27406,26,video
27412,71,audio
27413,77,audio
27414,90,imagenes
27416,17,spam
27421,46,spam
27424,79,video
27426,19,video
27428,36,spam
27429,15,imagenes
27430,7,imagenes
27431,71,audio
27433,63,imagenes
27435,3,video
27438,70,audio
27444,77,spam
27447,15,spam
27448,83,video
27450,75,audio
27451,46,audio
27452,7,video
27454,82,audio
27456,77,video
27460,73,audio
27464,26,imagenes
27465,45,audio
27466,17,spam
27467,82,audio
27469,90,video
27471,29,imagenes
27472,37,spam
27473,38,audio
27474,19,video
27476,86,spam
27479,64,spam
27480,40,video
27482,7,video
27487,5,audio
27488,90,spam
27493,39,imagenes
27494,27,audio
27501,39,audio
27505,86,spam
27507,73,audio
27509,64,video
27513,50,imagenes
27514,78,video
27516,41,audio
27521,22,imagenes
27522,6,spam
27524,25,imagenes
27525,63,spam
27526,46,spam
27527,52,spam
27528,45,video
27529,84,audio
27531,78,video
27532,61,video
27534,58,video
27536,1,spam
27537,40,audio
27539,84,audio
27543,72,imagenes
27544,2,audio
27545,77,spam
27546,62,video
27547,45,imagenes
27548,80,video
27549,19,audio
27551,81,spam
27555,33,spam
27558,10,spam
27559,60,imagenes
27560,69,video
27561,22,imagenes
27565,36,audio
27566,7,video
27567,62,video
27568,51,spam
27569,76,audio
27570,23,imagenes
27572,15,audio
27573,25,spam
27574,9,imagenes
27577,1,imagenes
27578,14,spam
27580,78,spam
27581,85,video
27583,81,imagenes
27586,78,spam
27587,76,imagenes
27588,29,spam
27589,63,spam
27590,7,imagenes
27592,8,spam
27593,45,spam
27594,69,video
27595,14,imagenes
27598,23,video
27602,10,spam
27604,28,video
27605,7,audio
27606,67,spam
27607,26,spam
27611,20,spam
27614,88,imagenes
27616,66,video
27624,58,audio
27626,58,imagenes
27627,37,imagenes
27628,70,imagenes
27632,64,imagenes
27633,20,imagenes
27634,79,imagenes
27636,72,spam
27637,14,video
27640,39,imagenes
27641,35,audio
27643,8,audio
27644,9,video
27645,88,spam
27649,63,imagenes
27651,18,spam
27652,50,spam
27653,42,video
27655,26,video
27657,77,spam
27658,32,imagenes
27661,87,spam
27662,28,audio
27666,22,video
27668,84,imagenes
27669,43,video
27671,64,imagenes
27676,37,imagenes
27677,63,spam
27678,46,audio
27680,69,audio
27681,75,imagenes
27685,49,audio
27686,66,audio
27691,52,video
27692,54,spam
27693,27,video
27694,69,audio
27695,33,audio
27698,52,spam
27700,18,spam
27701,1,audio
27703,56,video
27707,59,spam
27708,78,video
27709,12,imagenes
27710,49,video
27713,73,video
27714,67,video
27715,64,imagenes
27719,77,audio
27720,33,audio
27723,9,video
27725,72,audio
27731,33,audio
27732,23,video
27733,45,spam
27735,12,imagenes
27737,22,imagenes
27739,52,audio
27740,34,video
27741,65,imagenes
27742,79,video
27743,86,video
27744,50,imagenes
27747,6,imagenes
27748,52,video
27750,64,video
27752,66,imagenes
27755,83,spam
27758,31,imagenes
27759,25,imagenes
27760,45,imagenes
27762,72,video
27763,54,spam
27764,48,audio
27767,37,imagenes
27774,4,imagenes
27775,63,imagenes
27778,63,spam
27783,37,audio
27784,11,video
27785,11,spam
27787,73,spam
27790,36,imagenes
27791,28,audio
27792,32,spam
27793,79,audio
27795,21,audio
27796,19,video
27803,14,spam
27806,15,spam
27810,16,video
27811,50,imagenes
27812,43,video
27814,2,spam
27815,35,imagenes
27816,44,imagenes
27817,28,spam
27819,46,audio
27820,32,video
27823,19,imagenes
27824,78,audio
27825,71,audio
27828,55,imagenes
27830,55,audio
27831,61,imagenes
27833,5,imagenes
27834,84,video
27835,42,audio
27840,41,video
27841,6,video
27843,62,audio
27845,48,spam
27846,40,video
27847,26,imagenes
27849,65,audio
27850,88,audio
27856,77,audio
27857,59,spam
27858,72,imagenes
27859,7,imagenes
27862,26,imagenes
27863,87,video
27865,16,spam
27866,72,spam
27867,31,spam
27873,36,audio
27876,54,spam
27877,60,imagenes
27878,53,spam
27879,62,spam
27880,69,imagenes
27881,21,imagenes
27882,16,spam
27883,7,spam
27885,57,spam
27887,85,spam
27888,60,spam
27889,74,video
27890,51,imagenes
27891,51,imagenes
27892,70,audio
27895,24,imagenes
27897,6,spam
27898,66,imagenes
27899,40,audio
27901,58,spam
27903,19,audio
27904,66,imagenes
27906,85,imagenes
27907,70,video
27912,9,video
27914,43,imagenes
27916,88,imagenes
27918,7,audio
27919,47,audio
27921,20,audio
27923,45,video
27929,62,audio
27931,38,imagenes
27932,32,video
27935,23,spam
27937,26,video
27938,36,spam
27942,3,imagenes
27943,57,spam
27944,58,spam
27948,82,audio
27950,7,video
27952,1,video
27953,9,spam
27955,71,spam
27956,43,spam
27960,73,video
27962,59,video
27963,85,video
27967,90,audio
27968,45,imagenes
27969,9,spam
27970,80,audio
27971,20,imagenes
27973,32,spam
27974,1,spam
27975,63,audio
27976,49,video
27977,60,video
27978,53,imagenes
27979,50,video
27980,27,imagenes
27983,51,imagenes
27985,41,imagenes
27991,37,spam
27994,75,video
27996,1,spam
27997,46,video
27999,61,imagenes
28000,55,video
28002,70,video
28004,5,audio
28005,4,spam
28006,42,video
28007,26,audio
28009,35,imagenes
28010,52,spam
28012,56,imagenes
28013,46,spam
28015,57,imagenes
28016,29,spam
28017,56,imagenes
28018,60,spam
28020,22,imagenes
28024,68,audio
28026,13,audio
28028,5,imagenes
28029,76,video
28030,37,video
28031,79,imagenes
28035,60,spam
28036,7,audio
28038,52,audio
28039,16,spam
28041,30,spam
28042,27,spam
28047,33,audio
28049,14,video
28050,52,video
28051,15,imagenes
28055,31,audio
28058,70,audio
28059,76,spam
28060,5,spam
28061,88,spam
28062,52,video
28064,89,imagenes
28066,37,audio
28070,42,spam
28071,25,audio
28075,66,spam
28080,18,audio
28081,68,video
28083,3,audio
28084,61,video
28088,9,audio
28089,34,video
28092,8,video
28093,2,audio
28095,34,spam
28096,12,spam
28097,81,video
28099,72,audio
28100,79,audio
28103,25,imagenes
28107,88,imagenes
28109,5,spam
28116,18,imagenes
28121,48,audio
28123,48,audio
28126,5,spam
28127,58,imagenes
28128,72,imagenes
28130,24,spam
28131,69,spam
28134,28,audio
28136,78,audio
28137,79,audio
28140,29,audio
28142,65,spam
28144,16,audio
28145,57,video
28148,84,spam
28150,63,audio
28152,69,spam
28154,52,imagenes
28155,73,imagenes
28156,89,spam
28159,33,audio
28160,15,video
28162,36,audio
28163,50,spam
28170,25,audio
28173,49,audio
28176,75,video
28178,48,video
28180,30,imagenes
28184,38,imagenes
28189,42,spam
28192,14,audio
28194,30,audio
28195,90,imagenes
28197,60,video
28199,16,video
28201,54,spam
28203,30,video
28204,67,video
28207,5,imagenes
28213,1,video
28215,71,audio
28217,64,imagenes
28218,32,video
28219,85,spam
28220,3,audio
28221,86,audio
28222,46,spam
28226,31,audio
28230,41,video
28231,74,imagenes
28232,28,imagenes
28237,4,spam
28238,81,imagenes
28240,90,video
28244,26,audio
28246,71,video
28247,52,audio
28248,25,video
28250,26,audio
28251,79,imagenes
28252,61,spam
28254,70,spam
28255,72,spam
28256,30,spam
28257,83,audio
28260,4,spam
28262,78,audio
28265,18,video
28266,22,spam
28267,11,imagenes
28268,37,spam
28269,44,imagenes
28272,18,imagenes
28277,76,spam
28278,80,imagenes
28281,64,audio
28282,76,video
28283,21,imagenes
28284,7,audio
28287,9,audio
28288,7,audio
28291,17,video
28292,80,video
28293,77,imagenes
28294,38,spam
28296,48,imagenes
28298,86,spam
28299,45,imagenes
28304,43,video
28306,89,audio
28309,2,spam
28313,51,imagenes
28314,26,imagenes
28316,2,imagenes
28319,59,audio
28320,66,video
28322,7,spam
28323,49,spam
28330,61,video
28333,22,imagenes
28335,71,spam
28336,25,video
28337,12,spam
28338,76,spam
28341,86,imagenes
28342,12,imagenes
28343,17,audio
28344,78,spam
28346,47,video
28347,55,video
28353,62,audio
28355,57,imagenes
28358,27,video
28359,24,imagenes
28360,49,spam
28361,10,audio
28367,68,video
28369,70,video
28370,40,spam
28371,24,spam
28372,34,imagenes
28374,8,spam
28379,35,audio
28383,54,video
28384,60,video
28387,27,imagenes
28389,56,video
28391,43,video
28393,77,imagenes
28395,58,video
28396,50,audio
28400,2,spam
28401,64,imagenes
28402,73,audio
28403,15,spam
28405,55,audio
28408,34,audio
28409,48,spam
28411,55,audio
28412,61,spam
28415,14,imagenes
28416,79,video
28418,9,spam
28420,27,video
28423,41,video
28427,84,imagenes
28428,39,spam
28429,26,spam
28430,78,spam
28432,90,video
28433,16,imagenes
28434,73,video
28436,16,imagenes
28437,4,spam
28438,34,spam
28440,82,video
28441,65,video
28442,64,video
28446,71,video
28447,8,audio
28448,21,video
28449,54,spam
28452,8,video
28454,33,spam
28455,26,audio
28459,19,imagenes
28460,47,audio
28461,16,video
28462,80,spam
28463,18,spam
28465,45,video
28469,51,audio
28471,36,imagenes
28474,75,audio
28475,73,spam
28483,70,imagenes
28485,37,audio
28488,32,video
28491,26,audio
28492,86,spam
28495,42,video
28496,74,spam
28503,24,audio
28505,86,audio
28507,6,imagenes
28510,22,imagenes
28513,75,imagenes
28515,26,imagenes
28516,18,video
28518,1,video
28519,64,video
28520,85,imagenes
28521,82,spam
28522,73,audio
28523,72,audio
28524,44,spam
28526,46,spam
28527,50,video
28529,75,audio
28533,83,audio
28534,3,imagenes
28536,44,video
28538,15,spam
28542,27,audio
28544,34,video
28545,15,audio
28547,87,imagenes
28551,42,spam
28553,22,spam
28555,47,imagenes
28556,88,audio
28557,37,spam
28560,81,imagenes
28561,58,imagenes
28562,64,imagenes
28565,28,video
28568,25,spam
28569,50,audio
28571,63,video
28572,57,video
28573,50,spam
28578,90,video
28584,84,imagenes
28588,47,video
28589,67,imagenes
28590,40,video
28591,47,spam
28593,22,imagenes
28594,74,imagenes
28596,32,spam
28598,65,imagenes
28599,3,spam
28601,23,imagenes
28603,38,video
28604,69,audio
28606,9,imagenes
28607,36,video
28610,51,audio
28616,81,audio
28617,37,video
28618,32,video
28619,13,audio
28620,36,audio
28621,54,imagenes
28622,67,spam
28625,49,imagenes
28626,3,audio
28627,55,spam
28628,51,video
28630,42,audio
28632,81,imagenes
28633,84,imagenes
28634,34,video
28635,25,video
28637,40,spam
28638,85,spam
28639,69,audio
28640,11,audio
28641,65,spam
28644,40,spam
28646,30,audio
28649,7,video
28651,41,audio
28652,44,video
28653,24,imagenes
28654,56,audio
28656,82,audio
28657,52,spam
28662,1,spam
28669,19,video
28671,3,spam
28674,28,video
28679,5,spam
28683,18,video
28684,19,video
28685,53,video
28689,33,spam
28691,80,video
28695,32,imagenes
28697,61,spam
28701,16,video
28702,54,imagenes
28705,12,video
28706,82,audio
28711,44,spam
28712,17,spam
28716,82,video
28717,64,audio
28718,78,spam
28721,85,imagenes
28722,56,spam
28723,41,spam
28724,80,spam
28727,44,video
28729,83,spam
28730,89,spam
28732,72,imagenes
28736,8,spam
28738,24,video
28739,81,audio
28741,35,imagenes
28742,81,imagenes
28743,14,imagenes
28745,29,video
28748,37,audio
28750,10,imagenes
28751,51,audio
28754,27,spam
28755,9,video
28759,36,audio
28760,40,imagenes
28763,37,audio
28765,1,audio
28769,54,audio
28777,45,audio
28780,66,audio
28783,50,imagenes
28784,46,video
28785,29,imagenes
28788,87,audio
28791,69,spam
28793,39,audio
28801,31,spam
28805,78,spam
28806,81,video
28810,12,video
28812,34,video
28815,49,video
28819,51,video
28820,75,imagenes
28822,72,imagenes
28823,5,audio
28825,11,audio
28827,63,audio
28829,3,video
28833,89,spam
28834,19,spam
28836,70,audio
28838,51,spam
28840,83,imagenes
28843,70,imagenes
28844,46,spam
28845,82,spam
28846,19,video
28849,4,video
28850,24,video
28852,84,spam
28854,23,video
28855,42,video
28856,30,audio
28857,75,video
28859,1,audio
28860,52,spam
28863,22,audio
28864,16,imagenes
28865,37,spam
28867,3,spam
28868,40,imagenes
28870,15,imagenes
28874,76,imagenes
28875,41,spam
28876,69,video
28877,33,imagenes
28880,56,video
28884,28,spam
28889,62,audio
28892,87,spam
28893,65,audio
28896,58,video
28898,22,spam
28899,51,video
28900,75,video
28901,2,spam
28904,31,spam
28907,43,imagenes
28908,25,video
28912,59,audio
28913,40,video
28920,79,audio
28921,71,audio
28924,81,spam
28927,39,audio
28928,39,video
28929,64,spam
28932,76,spam
28934,76,spam
28937,80,video
28938,62,audio
28939,2,video
28945,49,video
28947,85,audio
28949,47,imagenes
28951,51,audio
28953,52,imagenes
28954,6,spam
28955,12,video
28957,29,spam
28960,4,audio
28961,46,imagenes
28964,55,audio
28966,20,imagenes
28968,42,spam
28969,19,imagenes
28970,46,spam
28971,19,imagenes
28974,67,spam
28975,4,imagenes
28976,63,imagenes
28977,72,imagenes
28978,20,audio
28979,59,audio
28981,67,audio
28983,8,spam
28984,84,audio
28987,54,audio
28988,55,spam
28989,37,video
28991,4,imagenes
28992,34,video
28993,88,audio
28995,35,video
28996,28,spam
28997,83,audio
28998,85,imagenes
29001,2,spam
29003,29,imagenes
29006,84,video
29009,70,audio
29010,51,audio
29016,57,video
29017,56,audio
29022,83,audio
29025,73,video
29028,71,audio
29030,77,imagenes
29031,44,spam
29032,47,imagenes
29035,12,video
29039,50,imagenes
29040,21,audio
29042,60,spam
29046,41,audio
29047,19,audio
29050,33,video
29051,59,spam
29054,8,video
29055,43,video
29056,36,imagenes
29057,6,spam
29058,35,imagenes
29059,39,audio
