mid,presupuesto (US$),fecha
26471,99874,21/12/1970
26472,795483,10/04/1978
26473,797965,19/06/2000
26474,665633,04/06/2017
26475,431229,20/06/2002
26476,182881,30/09/1987
26477,315443,09/08/2016
26478,926811,05/12/2015
26479,448215,26/02/1993
26480,559887,09/09/2018
26481,853075,29/09/1964
26482,391775,15/08/1999
26483,179921,18/12/1995
26484,998711,02/03/2001
26485,855614,03/09/2016
26486,228546,03/03/2018
26487,824305,08/09/2015
26488,840573,23/01/2019
26489,529419,18/01/1984
26490,662902,27/07/1960
26491,697435,21/11/2008
26492,34666,15/12/2003
26493,916871,19/05/2001
26494,122185,20/12/1999
26495,847535,25/05/1997
26496,397294,22/01/2001
26497,723047,02/03/1984
26498,577392,24/06/2019
26499,454613,24/03/2005
26500,867454,24/01/1991
26501,348417,25/06/2014
26502,112528,06/12/1971
26503,17982,01/05/1991
26504,618821,27/06/2008
26505,635747,08/06/2017
26506,114842,10/11/2018
26507,52436,28/01/2005
26508,762912,19/10/2014
26509,309232,19/11/2018
26510,944852,29/06/2019
26511,674482,30/12/2013
26512,320417,29/03/1981
26513,758197,09/04/1969
26514,314781,21/02/2000
26515,817066,16/03/1991
26516,407049,01/10/2007
26517,792092,25/06/2005
26518,150220,29/02/2012
26519,309686,16/06/2005
26520,166812,23/06/1992
26521,485582,28/05/2017
26522,942030,27/02/1996
26523,67932,25/07/2015
26524,694594,02/01/1992
26525,610949,14/04/1958
26526,132295,25/01/1984
26527,834729,19/09/1968
26528,148510,30/03/2019
26529,518960,13/11/1988
26530,413662,28/08/1975
26531,303962,10/05/1997
26532,195233,26/02/2018
26533,539734,31/01/2014
26534,356456,13/05/1972
26535,395227,13/06/2013
26536,379690,02/05/2007
26537,872315,24/08/2011
26538,825969,28/05/2004
26539,553548,18/11/2008
26540,824627,12/04/2011
26541,478697,29/09/2001
26542,681985,04/02/2013
26543,223325,10/01/2016
26544,343989,17/10/1998
26545,744182,22/02/2010
26546,651004,20/12/1996
26547,170899,04/07/2017
26548,269001,10/09/1982
26549,290300,19/07/1989
26550,396938,27/11/1992
26551,956476,20/05/1998
26552,183954,18/04/2010
26553,381629,06/01/2016
26554,929474,23/12/1971
26555,777809,22/04/2011
26556,23538,19/12/1994
26557,6345,23/06/1967
26558,548690,10/03/1986
26559,41698,26/06/2018
26560,279060,21/11/1964
26561,615116,06/06/2019
26562,985271,17/10/2015
26563,230758,12/01/1996
26564,557996,07/03/2014
26565,664667,17/08/1984
26566,248202,12/12/1981
26567,711857,01/05/2002
26568,549697,21/10/2012
26569,313897,26/04/2006
26570,432765,25/02/2011
26571,790114,14/10/2008
26572,433619,03/08/2005
26573,391763,25/07/2010
26574,824322,19/07/2019
26575,865163,29/07/1972
26576,987816,13/02/2007
26577,691836,22/12/1983
26578,753109,28/06/2011
26579,94389,27/11/1993
26580,721980,30/10/2009
26581,621665,17/06/1966
26582,201496,25/10/2009
26583,665865,07/10/2017
26584,772075,25/06/2013
26585,345039,04/03/2015
26586,478581,14/01/2017
26587,325658,01/02/2007
26588,92594,22/11/1990
26589,598800,22/11/2014
26590,425684,10/06/2011
26591,643435,29/08/1968
26592,357994,27/07/2000
26593,838807,22/12/1995
26594,327213,20/05/1996
26595,773172,02/04/1999
26596,899166,20/02/2018
26597,599403,21/02/2016
26598,128685,12/07/2016
26599,375784,24/05/2015
26600,945877,26/05/1969
26601,553569,16/09/2009
26602,359043,24/11/1992
26603,588321,11/12/2003
26604,879793,20/02/1990
26605,765604,20/12/2002
26606,759636,22/08/2008
26607,585004,26/07/2017
26608,638281,06/05/1983
26609,400712,13/01/1990
26610,362614,10/01/2015
26611,68072,14/07/2002
26612,213307,20/01/1987
26613,243742,18/02/2001
26614,774361,01/07/2015
26615,352845,09/01/2000
26616,483531,03/01/1981
26617,44312,07/07/2019
26618,728174,24/05/2017
26619,472540,20/07/1974
26620,793715,29/04/2013
26621,226488,01/10/2018
26622,386319,18/07/2013
26623,676144,13/04/2007
26624,482692,05/01/2009
26625,867683,13/11/2016
26626,13158,10/08/2001
26627,72937,24/10/2016
26628,511234,02/11/1994
26629,860969,09/11/1998
26630,851121,05/09/1983
26631,502978,20/08/2006
26632,300397,02/03/2007
26633,622067,18/07/2001
26634,814312,10/08/2011
26635,601146,03/04/2009
26636,363283,08/09/2006
26637,189057,29/05/2011
26638,532146,29/06/2008
26639,782674,24/09/1997
26640,707065,07/05/1968
26641,582103,30/09/2015
26642,822746,17/06/1991
26643,287095,04/10/1983
26644,620041,23/07/2013
26645,597359,09/07/2015
26646,808375,22/03/1994
26647,216566,26/12/1958
26648,217498,27/09/2018
26649,648781,08/01/2008
26650,550282,08/03/2004
26651,972553,30/10/2014
26652,427620,10/06/1983
26653,186858,19/03/2014
26654,62784,25/09/2013
26655,69601,25/12/1990
26656,115894,24/07/1992
26657,885850,19/03/2015
26658,853993,30/04/2001
26659,905249,03/03/1967
26660,859841,15/12/1998
26661,364765,22/12/2017
26662,993725,05/01/2000
26663,713324,04/08/2016
26664,61869,04/07/1984
26665,391706,15/03/2019
26666,816332,07/04/1996
26667,913979,25/06/1992
26668,754282,18/09/2004
26669,853026,21/03/2000
26670,424165,15/09/2011
26671,427675,18/01/1969
26672,319403,06/07/1992
26673,697409,03/04/2012
26674,660229,04/09/1970
26675,838912,05/09/2009
26676,387427,19/04/1984
26677,67882,28/10/2000
26678,175974,29/07/1981
26679,185757,19/12/2008
26680,394997,12/07/1994
26681,15351,06/09/2003
26682,155880,07/07/2014
26683,62051,12/06/1980
26684,802865,04/11/2010
26685,270375,12/12/2015
26686,128779,16/09/2009
26687,554014,15/06/1980
26688,943628,17/05/1999
26689,943475,03/09/2017
26690,856675,26/03/2018
26691,780651,06/09/2009
26692,548610,08/03/2019
26693,946993,13/02/1995
26694,930355,04/07/2015
26695,453181,07/05/2007
26696,798769,12/02/1984
26697,211382,15/07/1969
26698,289954,07/08/2019
26699,450151,17/04/2013
26700,476100,01/10/1984
26701,438858,18/07/2019
26702,48179,20/06/2004
26703,405860,01/11/2009
26704,122827,25/12/1991
26705,63742,16/01/1980
26706,613133,11/11/1987
26707,739896,04/07/2014
26708,298380,13/05/2019
26709,528546,25/10/1992
26710,708067,01/10/2016
26711,283006,15/01/2005
26712,518002,01/12/2001
26713,510989,15/07/1964
26714,919403,17/09/2007
26715,235156,05/06/1975
26716,466782,26/11/2007
26717,327123,25/06/2015
26718,195527,10/09/2014
26719,801703,05/09/1990
26720,781494,04/08/1992
26721,153615,10/08/2010
26722,232009,07/10/2004
26723,588919,10/02/2000
26724,339677,04/04/2016
26725,190405,12/09/1998
26726,870489,16/09/1969
26727,657874,13/01/1979
26728,622768,26/06/1990
26729,477093,15/06/2017
26730,51031,30/04/1999
26731,593020,16/07/2017
26732,829119,22/08/2015
26733,291097,11/09/1983
26734,350053,11/03/1994
26735,369081,30/05/2019
26736,126183,09/03/1975
26737,367549,06/10/1995
26738,164713,27/12/2014
26739,135947,08/12/1971
26740,319533,31/07/2017
26741,864563,08/09/2007
26742,303031,15/12/1968
26743,480584,19/05/1963
26744,78707,24/12/2009
26745,943015,06/12/1982
26746,277671,03/06/2018
26747,770583,03/03/1997
26748,551687,24/01/1982
26749,352472,05/08/2017
26750,456969,13/02/2007
26751,590838,11/08/2009
26752,883301,21/11/2018
26753,54076,31/12/2008
26754,998822,29/12/1999
26755,679452,12/09/1973
26756,235342,25/03/2008
26757,69323,12/01/2010
26758,534198,08/09/2007
26759,31638,02/02/2019
26760,769479,28/03/2008
26761,919640,25/12/2014
26762,27188,25/07/1996
26763,8392,04/07/2016
26764,693429,06/01/1994
26765,442128,07/02/2018
26766,854472,10/02/1990
26767,442231,29/05/2015
26768,835915,31/03/2003
26769,972855,05/05/2007
26770,329744,10/04/1981
26771,534818,24/05/1974
26772,289524,17/06/2014
26773,392558,05/03/1980
26774,676892,31/08/1970
26775,85672,28/07/2005
26776,99812,23/02/2003
26777,990199,15/01/2012
26778,777043,23/09/2017
26779,627455,17/07/2001
26780,176371,16/03/1981
26781,113396,18/05/2018
26782,77528,27/06/2015
26783,177677,24/10/2018
26784,145683,19/03/2004
26785,695409,02/04/2019
26786,747649,09/04/2016
26787,446971,24/10/1960
26788,153627,23/07/1988
26789,2556,02/01/2019
26790,321338,17/09/2005
26791,130109,19/05/2003
26792,831215,16/07/2015
26793,293662,06/07/1984
26794,130988,26/06/2010
26795,700310,01/01/1991
26796,467266,09/05/1991
26797,447469,07/09/1983
26798,291405,01/08/2004
26799,62814,17/07/2014
26800,499813,28/03/2015
26801,509340,17/01/2004
26802,892973,08/10/2015
26803,215681,06/05/2014
26804,763577,10/06/1987
26805,769571,11/05/1988
26806,425327,04/07/2010
26807,517165,13/10/2017
26808,875480,02/05/1977
26809,166427,05/11/1969
26810,619692,27/01/2009
26811,371675,24/09/2015
26812,445859,14/12/2007
26813,748133,31/03/2016
26814,868203,01/01/2019
26815,727088,04/10/1999
26816,859094,27/07/2000
26817,636029,03/06/2005
26818,823026,11/05/2004
26819,925682,17/09/1973
26820,304268,14/11/2017
26821,265740,13/09/1986
26822,296779,12/04/2011
26823,783378,22/12/2017
26824,317908,27/09/2006
26825,286233,05/07/2017
26826,900928,04/12/1980
26827,478328,15/10/2012
26828,378936,30/01/2017
26829,565303,25/02/2007
26830,778260,24/06/2018
26831,15987,15/03/1997
26832,859471,06/04/2004
26833,293653,19/03/2005
26834,767335,16/12/2002
26835,450806,23/04/2012
26836,917545,21/11/2010
26837,226600,03/11/1991
26838,859801,11/01/2019
26839,171496,27/01/2016
26840,107731,14/05/2006
26841,717562,06/09/1986
26842,759823,22/02/1992
26843,186733,08/11/2016
26844,30803,06/12/2000
26845,221730,13/06/2017
26846,437199,16/05/2016
26847,778296,15/10/2003
26848,825760,27/01/1994
26849,88692,19/06/2010
26850,419088,18/06/2006
26851,802533,01/12/1961
26852,187996,03/08/2013
26853,588133,08/08/2014
26854,679328,24/05/2005
26855,568722,13/01/1990
26856,801591,16/11/1977
26857,913074,24/12/2006
26858,571150,12/09/1995
26859,235597,26/08/1975
26860,170723,01/12/2006
26861,530846,29/08/2014
26862,779252,08/06/2019
26863,416629,26/02/1990
26864,97588,24/08/1978
26865,278191,31/05/2007
26866,461899,29/09/2012
26867,936273,04/06/2002
26868,369815,17/10/2010
26869,626880,08/04/2016
26870,974065,01/06/1981
26871,945819,24/04/2005
26872,233750,15/01/1990
26873,129351,12/06/1993
26874,192720,29/09/1997
26875,72512,11/11/1989
26876,555530,16/07/2008
26877,537679,05/05/1958
26878,171827,29/09/2016
26879,749312,16/05/1993
26880,399141,26/03/2001
26881,186729,26/02/2000
26882,732060,14/06/2008
26883,203768,30/10/2010
26884,746924,12/08/2017
26885,126831,11/06/2014
26886,149176,02/09/2001
26887,570622,07/02/2006
26888,385992,25/08/2006
26889,751496,30/11/2014
26890,704444,04/01/1968
26891,701029,09/09/2000
26892,934492,10/01/1996
26893,371854,11/10/2012
26894,846735,28/12/1990
26895,673266,22/01/1993
26896,499789,30/11/1976
26897,19505,26/10/1999
26898,722661,17/05/2017
26899,939756,01/02/2017
26900,488555,04/12/2014
26901,144301,11/12/1986
26902,682740,13/11/1995
26903,807669,12/08/1984
26904,792165,23/02/2010
26905,536085,23/06/2017
26906,258870,12/04/2019
26907,425347,11/04/2015
26908,150038,14/12/1998
26909,140598,19/06/1954
26910,77145,14/04/2009
26911,797229,06/09/1992
26912,410847,21/10/2017
26913,492611,05/03/1980
26914,304418,20/10/1989
26915,478173,22/11/2013
26916,304163,28/09/2001
26917,456223,12/03/1995
26918,854231,10/12/2017
26919,109649,20/06/2012
26920,911226,23/02/2016
26921,338420,11/08/2018
26922,514320,16/03/1971
26923,97589,21/05/2005
26924,392131,16/08/1974
26925,540030,24/09/1991
26926,326316,28/01/2001
26927,561031,13/09/1984
26928,457796,26/06/2001
26929,381551,10/01/1970
26930,659262,24/08/2004
26931,227519,26/10/2017
26932,737877,29/09/1976
26933,926324,17/11/1998
26934,95357,17/11/1976
26935,732122,13/06/2014
26936,570502,04/05/1991
26937,305926,28/06/1963
26938,424243,16/06/2014
26939,607993,24/12/2013
26940,344811,24/04/2018
26941,961925,04/12/2000
26942,939331,26/09/1976
26943,460340,23/11/2017
26944,729212,13/12/2016
26945,67200,20/02/2019
26946,328042,24/12/2018
26947,249983,08/04/1997
26948,28264,02/03/1991
26949,536687,30/11/1986
26950,293695,29/06/1973
26951,149886,27/05/2019
26952,584819,16/10/1998
26953,998069,03/09/2018
26954,571538,14/11/2013
26955,400759,05/12/2005
26956,802280,27/11/1980
26957,51555,03/08/1993
26958,930962,10/03/1999
26959,920940,13/04/1965
26960,901575,16/04/2019
26961,425167,22/10/2008
26962,184120,14/12/2012
26963,624126,14/01/2010
26964,309658,14/06/2012
26965,4138,09/04/2009
26966,710188,12/11/1979
26967,931811,11/04/2019
26968,608896,26/12/1975
26969,702978,23/12/1996
26970,704393,07/07/2018
26971,34206,15/05/1996
26972,50085,20/06/1987
26973,586731,15/10/1984
26974,426701,16/11/2014
26975,898856,04/05/1995
26976,291076,16/12/2015
26977,15353,13/07/2019
26978,712552,02/12/2002
26979,595208,20/02/2019
26980,848131,18/02/2018
26981,296259,26/08/1998
26982,567580,30/04/2013
26983,331000,10/04/2004
26984,910229,09/01/2007
26985,628012,17/06/2019
26986,685620,01/09/2014
26987,641259,04/08/1965
26988,375686,14/08/2009
26989,244829,12/10/2009
26990,822449,06/06/2003
26991,146746,03/11/2013
26992,953205,07/02/1960
26993,803816,12/08/1997
26994,744005,20/02/2016
26995,108965,04/09/2001
26996,729009,07/04/1977
26997,185561,09/12/1998
26998,287808,08/02/1993
26999,979473,13/11/1981
27000,708150,27/04/2011
27001,868830,28/01/2019
27002,346325,26/05/2012
27003,394852,19/03/2017
27004,562113,19/07/1995
27005,520674,03/10/2016
27006,886691,16/09/2009
27007,609238,23/02/2001
27008,74278,14/08/2007
27009,280795,12/09/2016
27010,986563,18/08/2008
27011,93384,12/10/2018
27012,830968,24/10/2014
27013,7538,13/07/2004
27014,399230,28/03/1967
27015,719607,23/09/1992
27016,824247,15/11/1993
27017,263300,15/04/2017
27018,61192,28/08/2019
27019,482350,15/10/1972
27020,577956,30/04/1983
27021,450354,09/11/1984
27022,50040,09/05/1953
27023,677398,10/02/1980
27024,898350,26/03/2001
27025,32620,05/04/2013
27026,232645,29/01/2008
27027,629212,11/03/2005
27028,832587,17/07/2017
27029,695135,09/09/1980
27030,779095,12/10/1995
27031,598830,25/10/2006
27032,994248,10/06/2000
27033,219178,20/06/2001
27034,104241,02/01/1992
27035,700375,05/11/1993
27036,953267,15/03/2009
27037,497373,28/05/2004
27038,67426,31/03/1992
27039,305202,21/05/1975
27040,938819,29/08/1982
27041,923699,14/05/1979
27042,106449,13/05/2009
27043,291423,16/06/2008
27044,954970,12/12/2017
27045,108003,18/10/2014
27046,759848,09/04/1983
27047,921082,17/08/2017
27048,2731,25/11/1962
27049,210796,13/09/2008
27050,488428,19/05/1994
27051,493184,06/08/2001
27052,366270,27/09/2013
27053,951217,09/03/2009
27054,394255,22/11/2017
27055,444858,29/11/1976
27056,40238,09/01/2006
27057,34456,26/11/1997
27058,51345,01/02/2013
27059,112907,01/11/2009
27060,3742,07/08/1989
27061,918468,13/04/2016
27062,639320,13/01/1994
27063,571302,31/10/1963
27064,233936,24/03/2008
27065,734046,18/05/1974
27066,771417,22/10/1997
27067,882804,24/02/1987
27068,530286,01/12/1957
27069,297866,15/07/2009
27070,866833,27/06/2008
27071,304142,18/05/1985
27072,741135,29/04/2004
27073,895815,05/07/2019
27074,8323,31/07/1966
27075,955051,13/05/2010
27076,473728,27/01/2003
27077,970628,10/10/1965
27078,830052,01/07/1969
27079,494727,29/01/1972
27080,129446,09/04/1998
27081,985805,28/05/1989
27082,129372,02/02/2003
27083,502790,30/01/2008
27084,937577,13/09/1995
27085,936957,12/09/1971
27086,404481,07/06/2006
27087,10089,01/09/2014
27088,338433,24/06/2019
27089,39359,07/07/1987
27090,988550,30/11/2006
27091,120649,27/03/1998
27092,836563,11/07/2010
27093,488666,24/05/2017
27094,56026,04/02/2017
27095,572514,11/08/2019
27096,55546,20/12/1994
27097,60423,22/07/1952
27098,497606,15/01/1996
27099,998159,15/07/2005
27100,929791,30/06/2012
27101,936224,21/12/1993
27102,743470,27/06/2012
27103,244879,10/05/1980
27104,981723,19/04/2012
27105,27741,25/06/2018
27106,849953,03/08/2013
27107,757205,17/11/2004
27108,616229,30/09/2011
27109,827667,29/10/2007
27110,394374,10/05/1974
27111,784295,07/10/2005
27112,406522,07/02/2004
27113,551524,12/07/2019
27114,502657,07/02/1989
27115,134571,17/06/2007
27116,719816,29/06/2011
27117,585762,28/12/1996
27118,366244,15/10/1990
27119,637901,13/06/1975
27120,764543,18/10/1973
27121,19058,16/04/1989
27122,546530,27/02/2004
27123,286598,17/04/1959
27124,290254,16/10/2012
27125,883215,09/09/2008
27126,300701,02/09/2003
27127,802788,22/04/1999
27128,158545,29/11/1997
27129,793453,13/05/2004
27130,363331,10/10/1996
27131,974997,30/01/1979
27132,924751,17/04/2019
27133,92989,15/04/1976
27134,782078,08/01/2005
27135,924168,29/03/2011
27136,362660,20/05/2010
27137,812842,28/07/1999
27138,542555,16/10/1993
27139,39319,18/07/2012
27140,459593,01/12/2013
27141,691092,07/10/2003
27142,599413,13/02/1989
27143,130113,24/12/1979
27144,663081,13/08/2012
27145,567553,09/12/2009
27146,878384,02/05/2011
27147,825466,24/01/1977
27148,838274,17/09/2014
27149,349364,17/06/1987
27150,768657,30/11/2008
27151,507296,20/01/2019
27152,268852,13/06/1992
27153,704687,15/08/1975
27154,386148,09/11/1995
27155,160944,09/12/1991
27156,957680,24/07/1999
27157,112224,17/06/2002
27158,729746,30/09/1992
27159,568222,03/10/2007
27160,569661,01/07/1981
27161,410486,30/04/2014
27162,247747,16/12/2003
27163,564724,13/09/1979
27164,328675,10/02/2017
27165,899403,20/12/1994
27166,604272,19/09/2001
27167,557510,30/11/2004
27168,251502,05/12/2001
27169,190122,29/04/2016
27170,660550,08/07/2001
27171,62449,22/04/1991
27172,661252,29/07/1983
27173,580291,20/08/2019
27174,366643,19/09/2013
27175,148362,26/08/2019
27176,647859,15/11/1977
27177,324883,09/02/2016
27178,447629,30/03/2019
27179,500253,02/12/1969
27180,15818,03/09/1992
27181,307921,23/07/2003
27182,557719,20/11/1997
27183,145132,25/07/2005
27184,975664,09/10/2005
27185,69390,26/03/2018
27186,217845,19/04/1988
27187,8277,14/07/2019
27188,851066,21/12/2006
27189,801167,28/12/1988
27190,898515,17/10/2015
27191,109471,29/01/2017
27192,608740,24/12/1993
27193,304286,08/04/1995
27194,959118,16/09/2004
27195,68641,19/12/2014
27196,515271,18/08/1986
27197,639978,04/07/2019
27198,691335,29/03/2018
27199,620105,06/10/1979
27200,317938,04/11/1999
27201,395456,05/10/2014
27202,999677,28/02/1998
27203,931211,28/02/2003
27204,713977,20/03/1970
27205,234561,07/07/2012
27206,995663,20/03/2016
27207,815464,14/12/2016
27208,327505,27/10/2011
27209,193886,06/06/1996
27210,914866,06/01/2019
27211,832585,02/10/1993
27212,942867,09/05/2008
27213,914507,01/01/1987
27214,811706,25/01/1979
27215,593331,02/04/1995
27216,600442,01/04/2000
27217,886865,30/07/1980
27218,120440,12/01/2017
27219,479866,22/05/2011
27220,975034,04/01/1957
27221,632712,21/11/1972
27222,236289,28/04/2017
27223,637810,18/08/2018
27224,50456,21/08/1995
27225,223945,05/06/2018
27226,233522,09/06/1999
27227,680103,06/09/2009
27228,785686,26/07/1993
27229,211641,14/05/1985
27230,229962,03/09/1994
27231,28047,20/09/2003
27232,499576,16/10/1974
27233,915262,19/06/2011
27234,236233,23/06/1998
27235,352886,25/10/2008
27236,921248,15/07/2017
27237,621054,13/06/2009
27238,797819,04/06/2004
27239,907368,26/06/2016
27240,42020,07/11/2015
27241,633031,30/04/2019
27242,78272,28/05/2010
27243,372445,20/07/2005
27244,86318,29/04/1991
27245,789432,14/06/2014
27246,342605,14/08/1984
27247,298846,28/05/2008
27248,913731,26/11/1954
27249,160129,02/12/2015
27250,537294,13/08/2012
27251,730739,24/12/1986
27252,447069,03/07/1997
27253,293008,16/07/2018
27254,654055,02/07/1992
27255,343352,27/03/2006
27256,615879,02/04/2004
27257,837171,21/10/2014
27258,349274,02/01/1999
27259,992883,30/11/2007
27260,786983,16/07/2017
27261,604834,08/10/1982
27262,598805,02/07/2019
27263,644126,01/08/2010
27264,736211,06/03/2006
27265,848734,17/04/2015
27266,352100,26/01/2005
27267,63429,18/11/1992
27268,426562,01/12/1978
27269,97666,30/05/2010
27270,361418,11/06/1999
27271,943101,02/08/2012
27272,420915,02/08/2018
27273,634113,03/11/1987
27274,860900,19/10/2014
27275,257828,05/03/2007
27276,653492,09/12/1984
27277,263674,19/04/1988
27278,46750,19/02/1995
27279,481041,29/01/1995
